   10000000.000000000        50000022847696.773        1.1699680499732494                         1
   10000000.000000000        50000022847758.734       0.57710395986214280                         2
   10000000.000000000        50000022847758.633       0.41409664507955313                         3
   10000000.000000000        50000022847751.398       0.32401113817468286                         4
   10000000.000000000        50000022847746.953       0.27427113894373178                         5
   10000000.000000000        50000022847745.266       0.21259477827697992                         6
   10000000.000000000        50000022847744.742       0.20447296509519219                         7
   10000000.000000000        50000022847743.711       0.18985434295609593                         8
   10000000.000000000        50000022847742.219       0.17137576499953866                         9
   10000000.000000000        50000022847742.484       0.17297412827610970                        10
   10000000.000000000        50000022847742.086       0.16433870512992144                        11
   10000000.000000000        50000022847742.039       0.14020182890817523                        12
   10000000.000000000        50000022847742.273       0.14532390516251326                        13
   10000000.000000000        50000022847742.945       0.12497906899079680                        14
   10000000.000000000        50000022847742.812       0.11712360242381692                        15
   10000000.000000000        50000022847742.898       0.11148337274789810                        16
   10000000.000000000        50000022847742.336        8.5268609691411257E-002                   17
   10000000.000000000        50000022847742.117        6.4955320674926043E-002                   18
   10000000.000000000        50000022847742.438        6.1813935171812773E-002                   19
   10000000.000000000        50000022847742.977        6.2402177136391401E-002                   20
